"latitude","longitude","time","temp","row_ts","partition_0","partition_1","partition_2","partition_3"
"40.78858","-73.96611","2024-08-26T21:30","73.0","2024-08-27 01:37:04.268437","2024","08","27","01"
"40.78858","-73.96611","2024-08-26T20:15","74.9","2024-08-27 00:24:15.311432","2024","08","27","00"
"40.78858","-73.96611","2024-08-21T21:45","63.6","2024-08-22 01:49:55.231350","2024","08","22","01"
"40.78858","-73.96611","2024-08-26T20:15","74.9","2024-08-27 00:21:42.269790","2024","08","27","00"
"40.78858","-73.96611","2024-08-26T20:15","74.9","2024-08-27 00:21:49.254173","2024","08","27","00"
"40.78858","-73.96611","2024-08-26T20:15","74.9","2024-08-27 00:22:38.630987","2024","08","27","00"
"40.78858","-73.96611","2024-08-23T00:45","63.3","2024-08-23 04:50:48.407484","2024","08","23","04"
"40.78858","-73.96611","2024-08-23T00:45","63.3","2024-08-23 04:50:55.478581","2024","08","23","04"
"40.78858","-73.96611","2024-08-23T00:45","63.3","2024-08-23 04:50:59.542485","2024","08","23","04"
